h.f13.s2	x.0.m.cx	x.0.m.cy	x.0.m.majoraxis	x.0.m.eccentricity	x.0.m.theta	x.0.s.area	x.0.s.perimeter	x.0.s.radius.mean	x.0.s.radius.sd	x.0.s.radius.min	x.0.s.radius.max	x.a.b.mean	x.a.b.sd	x.a.b.mad	x.a.b.q001	x.a.b.q005	x.a.b.q05	x.a.b.q095	x.a.b.q099	x.a.m.cx	x.a.m.cy	x.a.m.majoraxis	x.a.m.eccentricity	x.a.m.theta	x.Ba.b.mean	x.Ba.b.sd	x.Ba.b.mad	x.Ba.b.q001	x.Ba.b.q005	x.Ba.b.q05	x.Ba.b.q095	x.Ba.b.q099	x.Ba.m.cx	x.Ba.m.cy	x.Ba.m.majoraxis	x.Ba.m.eccentricity	x.Ba.m.theta	h.asm.s1	h.con.s1	h.cor.s1	h.var.s1	h.idm.s1	h.sav.s1	h.sva.s1	h.sen.s1	h.ent.s1	h.dva.s1	h.den.s1	h.f12.s1	h.f13.s1	h.asm.s2	h.con.s2	h.cor.s2	h.var.s2	h.idm.s2	h.sav.s2	h.sva.s2	h.sen.s2	h.ent.s2	h.dva.s2	h.den.s2	h.f12.s2
C21	0.28500342917733	876.544565626175	265.024821361414	71.3682791051258	0.540588517790073	-0.47213224674482	2659	539	29.007465314532	6.99208944615292	11.7914978810703	45.5100398433846	0.406775361517303	0.165051056595699	0.191865882352941	0.127764705882353	0.164705882352941	0.396078431372549	0.686274509803922	0.772549019607843	876.807049729526	264.530056705292	71.7747857942377	0.557535404501776	-0.367003211072365	0.355597894188626	0.586671634331156	0.577829626693695	-1.06072664408471	-0.651500798269752	0.380663965378542	1.27549524820201	1.70029424057873	878.092766380266	264.550416848081	81.6288116796985	0.643705704597886	-0.251929712734119	0.00378721208653769	34.6021303258145	0.357574503220415	27.9308507362112	0.251310400395566	26.1649958228906	679.644326074274	1.53730706703603	2.53106235134677	34.6021303258145	1.1011114536036	0.0466371550613857	0.337404554351865	0.00359445344712211	48.3548241659152	0.13858782803636	29.067181855399	0.197054421784289	25.9481514878269	661.369417639302	1.50524833816764	2.54825234815415	48.3548241659152	1.17161929222541	0.0327012292956017
C22	0.33608567624145	263.701438848921	300.151079136691	52.5209996129509	0.408097255916828	0.47249257049308	1668	490	22.9540266361952	4.2659129294365	12.5648665951176	34.2113830427237	0.417649409883858	0.1597995142161	0.180237647058824	0.0862745098039216	0.149019607843137	0.419607843137255	0.666666666666667	0.76078431372549	264.276019882573	299.629560410486	53.3612715117702	0.447357440717295	0.547411114851777	0.37699972082578	0.553383970398326	0.551552790428558	-0.883156892212903	-0.586675794731864	0.406816706410446	1.26337709987046	1.58081855575694	264.063484251409	299.265534980084	60.6790190891039	0.515759364967068	0.462668173147806	0.00357670179876601	32.6413342503439	0.366636528143037	26.7682481708667	0.244179500091019	26.9484181568088	716.296724453675	1.534542694366	2.55136665598661	32.6413342503439	1.0901659862345	0.0460316540573352	0.336550328519751	0.00344354901115423	45.2784134248665	0.187129385658101	28.8509350848684	0.181683073209693	26.5644546147979	693.789269347765	1.51123241817896	2.54424698543254	45.2784134248665	1.16154987150825	0.0460252946723551
C23	0.281930098046996	138.471733086191	316.63484708063	57.3421374863779	0.206550888020494	1.28782374632348	2158	517	25.925663301259	5.37998577946526	12.8704627281892	40.7091973982616	0.442504861073252	0.155235036737109	0.191865882352941	0.156862745098039	0.2	0.443137254901961	0.690784313725491	0.758549019607842	138.554581817286	316.619454962095	56.8622865025628	0.18428970039243	0.988221231655818	0.362208820347092	0.520886142751474	0.535452879208308	-0.810602351980063	-0.518557279121036	0.369913895873681	1.21952213057635	1.49434971875768	138.528510158915	317.581097266051	63.0863197537987	0.238901353899343	0.635232396434158	0.00377880903775419	32.8822300561431	0.315360066002062	25.0142507201764	0.249576730052553	28.6699308003656	801.032133802296	1.50640082030346	2.50851561412215	32.8822300561431	1.09209586504778	0.0381416470393337	0.304849266675373	0.0035580645282645	41.2385218365062	0.161019084601134	25.5765553659231	0.201102169110678	28.3113101903695	776.96565837856	1.4803959541499	2.51352707725671	41.2385218365062	1.13423912270769	0.0324162590437271
C24	0.307523281401915	969.476326297775	334.778665145465	50.1807535180449	0.23807237489959	-1.06384024670497	1753	278	23.9406658898818	3.02956429648406	16.8992166418911	31.7039032288471	0.445850810375491	0.156963372476587	0.186051764705882	0.137254901960784	0.202352941176471	0.443137254901961	0.709803921568627	0.784313725490196	969.844703013517	334.632417135804	49.5500704573565	0.213858406567437	-1.54683175367595	0.345601061561908	0.508200682511245	0.517473296645545	-0.924802017882898	-0.501797486432804	0.367254454837292	1.16792425400233	1.39729630047462	969.918620610216	335.470039510046	54.0625436112674	0.175143022757466	1.37025856770122	0.00347482642485888	34.9288696458945	0.285621727001154	25.4470408508288	0.219535443191588	28.9112416885728	813.629777199965	1.51105038554452	2.54631947843983	34.9288696458945	1.10551529958619	0.0290652132999093	0.268979476567044	0.00362784197796291	45.0898360655738	0.072290233183593	25.3016930932545	0.18248643236498	29.0754098360656	814.439408755234	1.46522199809914	2.52228155504394	45.0898360655738	1.15966137389522	0.0386266308630688
C25	0.317117901102366	755.605591612581	354.539690464304	60.9221143020413	0.493333849602317	1.07447705163105	2003	403	24.1486183534905	6.29565888380556	4.92907288153233	36.2650564630127	0.437900012726009	0.161655412114051	0.191865882352941	0.117647058823529	0.188235294117647	0.443137254901961	0.701960784313725	0.772549019607843	755.965144144789	353.934334537521	60.7025480705009	0.500151223549235	1.02047835371625	0.347636208389176	0.526871754504168	0.525101236151122	-0.865575824671997	-0.526952451142109	0.366877498379859	1.22056241595293	1.60266047401843	755.850033042408	353.444217257563	64.0964172390191	0.392163909442177	1.09861466262304	0.00348179466915237	34.7712634186623	0.317516009050462	26.4740505856301	0.227696027182018	28.3669143958161	787.640870476425	1.52448657058827	2.55334719772511	34.7712634186623	1.10627780711132	0.0363634954697031	0.300390028697401	0.00344205819167885	47.02010644589	0.105896799788507	27.2945633315976	0.186396543693464	28.1129509166174	766.881608320157	1.49109032349474	2.54986438945342	47.02010644589	1.16610241512762	0.0407195158689852
C26	0.28539051515946	382.366666666667	362.815226337449	63.899934895149	0.45754543022834	1.02681313393628	2430	501	26.9194516593254	5.5420494510118	12.9993884342665	37.5389626977548	0.448893730331639	0.163128808870046	0.209308235294118	0.161921568627451	0.203921568627451	0.454901960784314	0.701960784313725	0.788235294117647	382.431935921081	362.847003670589	61.7832283673938	0.41444401512846	0.901024749898764	0.34603639926899	0.543493056269492	0.557099579547471	-0.901507207701089	-0.581360606843624	0.353237483632698	1.21571212982108	1.55866538018675	382.19033834484	362.600066534655	64.9130006057793	0.220739984461817	0.973584455481	0.00389350511273412	34.5263277866424	0.353207530602638	27.6904219051991	0.253706333167002	29.0353316617278	828.653562265838	1.53227360572824	2.51859995010859	34.5263277866424	1.09909968593098	0.0434091024907322	0.325172823924995	0.00371294572768948	47.5817055740829	0.127033459134691	28.2528804637341	0.198168297386697	29.2091472129586	829.305559275242	1.49857625178222	2.51894274493353	47.5817055740829	1.16567610007032	0.0331677166410982
C27	0.337321752387975	647.603616133519	370.733657858136	50.1921800954506	0.469526522822843	-1.29288084555792	1438	431	21.6796667249552	3.95434600769916	12.030615478316	32.0859160756122	0.419866917559792	0.142286474730969	0.156981176470588	0.12156862745098	0.192156862745098	0.415686274509804	0.659411764705882	0.735803921568627	648.122628457856	370.377063022454	49.3947089686213	0.402165861474744	-1.252472497769	0.39539444094765	0.493895842358435	0.505594189520836	-0.724140772821529	-0.465828899511447	0.432951253508117	1.1405530731498	1.46293100590145	648.451911749045	370.863428921828	53.081221950423	0.24336909116436	1.35766766246152	0.00425764365668037	28.0418435415403	0.319185333106207	21.5943297824946	0.243060350400603	27.0925813624419	710.409186987767	1.47864547981483	2.47857665721585	28.0418435415403	1.06213745408327	0.0368335280651546	0.298015847004907	0.0047287747382236	37.9547069271758	0.0908028966329659	21.8726505983235	0.19200437396013	26.7859680284192	688.076942547923	1.43757464576464	2.4336759647304	37.9547069271758	1.12134925923832	0.0484335129597468
C28	0.281824796846163	512.480413895048	379.407243163341	64.3709553014147	0.419999050705368	1.53957054031546	2706	356	28.9637260520362	5.22468792644276	14.7777214735734	37.306190350495	0.477014042867701	0.16495471506893	0.203494117647059	0.145294117647059	0.215686274509804	0.47843137254902	0.729411764705882	0.823333333333333	512.777031419943	379.18180243898	63.1553286807944	0.42237727035748	1.53505285577436	0.366009578455528	0.531568011426175	0.521035457139066	-0.912839273051903	-0.546805145452825	0.372465300669796	1.23422213931944	1.57961053042781	511.683444873568	380.138415834176	69.025731792958	0.323055600979057	1.15277747101479	0.00320696066554978	38.7527114967462	0.26670942725183	27.4238440646468	0.209231876556308	30.9071189114573	930.250256593898	1.52502246086249	2.57419083945518	38.7527114967462	1.12830533197395	0.0256051809898594	0.254140244827075	0.00318276850629843	48.9227895392279	0.109003094001402	28.4539615176311	0.174523179121195	30.8239933582399	920.83810816089	1.49917363791439	2.57849983424612	48.9227895392279	1.17718360985911	0.0315881227143321
C29	0.294938061279151	876.174560216509	397.426589986468	82.6061365012232	0.665134657712053	1.00123240283718	2956	657	30.7368922295194	9.17565445545656	6.37458204675507	61.1577841789351	0.40992729974263	0.165817305018817	0.191865882352941	0.109803921568627	0.16078431372549	0.403921568627451	0.690196078431373	0.780392156862745	875.326429230247	396.575844269325	80.7908891384321	0.646122143089933	1.01094050914256	0.358909834381115	0.569928567715331	0.539860985810796	-0.969270576030145	-0.576590642136851	0.367615396758008	1.3359598939038	1.7493003127669	873.733255805479	396.918509966702	87.6294798031942	0.658646649969363	1.03162606733324	0.0035393766089017	33.0045675135598	0.398699514659596	28.4443213652783	0.243883477948195	26.6382148634504	706.18087866282	1.55020655838027	2.56283704844075	33.0045675135598	1.09439196307477	0.048894074187855	0.347189361131849	0.00316202951768941	49.1331932773109	0.133244660169212	29.3431731074782	0.187068535301351	26.5542016806723	691.575810798996	1.50751903313601	2.58589963369305	49.1331932773109	1.17879862382967	0.0345848805199494
C30	0.335595005956866	219.12	387.863333333333	51.5527149250736	0.50494682991644	1.28332985010116	1500	335	22.4252708857133	3.6572736760272	14.2282122110337	32.475620137562	0.405019607843137	0.147882085643355	0.165702352941177	0.109725490196078	0.180392156862745	0.398039215686275	0.658823529411765	0.729450980392157	219.535192357346	387.726200619675	51.1429591463146	0.46660931482619	1.2150378404872	0.326694423347399	0.490138664172102	0.502306036284324	-0.76488498104629	-0.464784311239006	0.321384346493251	1.12915481075354	1.47237478362999	219.430101866203	388.377407291402	53.382456012054	0.207381720834496	1.00118924062575	0.0041601501275544	29.42048012003	0.313912573544319	22.4407661367705	0.241534483592501	26.1545386346587	664.871615057234	1.4861574427324	2.49232219953833	29.42048012003	1.07213343039361	0.0345650250457122	0.289706280842336	0.00420194003527337	40.6920634920635	0.111875739545402	23.9089921894683	0.201395893154277	26.1079365079365	658.633248396769	1.45658070078142	2.48094850568794	40.6920634920635	1.13751863130353	0.0470291189796949
C31	0.397104133272409	95.5703275529865	400.364161849711	44.3844205823532	0.456952097424831	0.638144867609629	1038	374	19.0011694130862	4.2979859519927	9.61193501871342	31.2521912068862	0.427458536401073	0.14624136675824	0.168609411764706	0.145098039215686	0.207843137254902	0.419607843137255	0.682352941176471	0.76078431372549	95.8168086685993	400.13975995192	45.0128542798386	0.483830919541602	0.649776010838395	0.428975237736554	0.499184353132261	0.524648218626079	-0.706003307252958	-0.394969175916344	0.423150158880053	1.1885984376646	1.58003299703084	95.2812550801921	399.588440052471	48.9079912799276	0.375900419127614	0.397594695998519	0.00433437559042485	30.3718695398952	0.305951332882224	22.8802160272298	0.235580984654279	27.7382061735585	746.333084599362	1.4858902751404	2.47839613620113	30.3718695398952	1.07536419509586	0.0411243094286347	0.314373408344397	0.00445903328436869	42.065963060686	0.118653247116195	24.8645929783279	0.186018584599647	27.9419525065963	754.729964760837	1.45917402872109	2.45526683314481	42.065963060686	1.14230299281301	0.0675341786013201
C32	0.369304514532384	302.20826446281	431.917355371901	45.838712228121	0.497449703076058	0.313203298223408	1210	317	20.0826470028688	3.00430918529132	11.7664803238037	28.6760250474637	0.403441905687895	0.13443940345302	0.139538823529412	0.129411764705882	0.196078431372549	0.384313725490196	0.631372549019608	0.72156862745098	302.913087835992	431.347544223261	46.5261689787178	0.51541107512545	0.356863821464492	0.347275503756772	0.434230209256959	0.460427362843644	-0.536504911713003	-0.349342065014793	0.346423288588123	1.0696071664771	1.33957427132607	302.242397904061	431.512116060942	49.3850461561511	0.481648984437369	0.396523403745993	0.00559659393596724	21.5630512514899	0.403975848073343	19.0890750666623	0.276158669069144	26.2486293206198	665.259304932434	1.46020347472802	2.39199986774838	21.5630512514899	1.00657132029415	0.0518634146713401	0.345808159525784	0.00547256104491249	29.4328358208955	0.198156698579631	19.3532342097008	0.229400721178899	25.9466950959488	645.418477160931	1.42245451355722	2.37021365804308	29.4328358208955	1.06768720221682	0.060007150125065
C33	0.355832110069227	1006.77885279889	440.225293711126	55.9968693512554	0.584338147892718	1.15140482391166	1447	313	21.7112408913726	7.04148612670363	2.18867329820497	33.0233415863435	0.421545591284199	0.157965158404166	0.174423529411765	0.135137254901961	0.172549019607843	0.411764705882353	0.686274509803922	0.780392156862745	1007.22397520959	439.996258293473	55.5455188400197	0.584234242249058	1.16891905215079	0.362354994100388	0.52793789388912	0.5173553747759	-0.862828770297677	-0.565937244746077	0.404216573618395	1.20229350789477	1.53027075371434	1006.40714740823	440.450975190801	59.7918297607066	0.568186612135644	1.23605405611666	0.00353677946380701	35.6895083236547	0.269623638718924	25.4322723294707	0.224174496742657	27.413085559427	733.192331542286	1.50646959847879	2.54344347137086	35.6895083236547	1.11107239558882	0.0298482885527904	0.27234672185724	0.00377152034385958	44.221843003413	0.129798524710445	26.4089680718471	0.192868226262825	26.7474402730375	696.0251035214	1.47668495711111	2.50236288780631	44.221843003413	1.15409324143477	0.0526761554041564
C34	0.34676139788569	589.916349809886	457.683143219265	50.2041600140403	0.317938830129772	-0.0261513547795455	1578	384	22.1381629315653	4.45299804173977	9.83216704440392	30.3304654397037	0.401468724371878	0.157835386303646	0.180237647058824	0.0901960784313725	0.149019607843137	0.4	0.650980392156863	0.729411764705882	590.357388252335	457.564293982556	50.4248736362745	0.365035001791356	-0.13025438860564	0.360430126606723	0.589019932085358	0.598961384685894	-1.0537624502975	-0.676418231096357	0.394807443531171	1.25852918534476	1.5665826731393	590.736795641234	458.378294579854	57.692363939429	0.460659051031041	-0.427619075350951	0.00368289564812119	32.5853918606718	0.3577669070802	26.3688203083151	0.255910121690114	25.8500088857295	660.438664727627	1.52823314144969	2.52976389651487	32.5853918606718	1.08870661062306	0.051056973008006	0.352331043104772	0.00366763192065941	48.1457055214724	0.0956755034152012	27.6197065894464	0.176840346276516	26.2407975460123	671.038858261363	1.48790402979784	2.52774687613906	48.1457055214724	1.16926658353618	0.0494289614440695
C35	0.309112311298979	686.853765323993	467.98642732049	60.3170419984675	0.337500416871172	1.12737994690166	2284	442	26.1615918815295	5.15554934824739	14.7017258309711	38.5266613961896	0.422509529205728	0.16160251976789	0.191865882352941	0.113725490196078	0.168627450980392	0.427450980392157	0.674509803921569	0.764705882352941	687.131056006632	467.531876071815	59.1475052944706	0.336042839674229	0.945569992143721	0.341079423497191	0.555085405891359	0.534325387753361	-1.05293487913193	-0.642888421898843	0.387757963597316	1.19413011123417	1.55195779572085	686.811975336894	467.750223248921	63.30720410388	0.199257061438797	0.736946259767978	0.00377979131557245	33.0956886227545	0.355057259017501	26.6578503173294	0.255265229450153	27.3059880239521	734.074139694119	1.52734517667334	2.52962426854767	33.0956886227545	1.09429197820178	0.0478422660659069	0.341482597880456	0.00375351078358113	44.4781725888325	0.140642718623813	26.8787430750599	0.194998238408813	27.4984771573604	735.591469698033	1.48781261401153	2.51961423589564	44.4781725888325	1.15695747760594	0.0390799294791435
C36	0.28953564649328	173.99863760218	479.574250681199	46.3865095765961	0.350185976590587	-1.34397409371193	1468	288	20.707864776731	3.14951724569143	11.753587620474	28.8721009079882	0.430285302131752	0.151179237108598	0.180237647058823	0.159490196078431	0.203921568627451	0.419607843137255	0.67843137254902	0.756862745098039	173.942982374451	479.257876863286	45.7522978926451	0.2997336533482	-1.08479952418954	0.345450841855607	0.495108323714708	0.524166465819121	-0.779244694304425	-0.503261213926637	0.354119122624127	1.12478587425775	1.39629864068354	173.490451750378	479.836616887247	50.8982844201622	0.361762481416183	-0.530162993654773	0.00382261049513874	34.3640112464855	0.243444764435844	23.7108409479583	0.221510180725641	27.8031865042174	749.141575729621	1.48470966409095	2.49949964892502	34.3640112464855	1.10138878101176	0.0252340344570374	0.24875881192513	0.00371752743505487	47.5755905511811	0.0441966503068335	25.887750480501	0.187394547098659	28.0133858267717	756.860335758583	1.46371681964917	2.49711422225568	47.5755905511811	1.16354553778603	0.0344581097804661
C37	0.295391600546709	799.326014319809	491.417183770883	60.5697582655034	0.412691781493215	-0.30337135841991	2095	456	26.301026447917	4.14200703464458	15.7053811172236	36.8268382240602	0.419471196593196	0.154281591059703	0.162795294117647	0.109803921568627	0.172549019607843	0.415686274509804	0.674509803921569	0.796078431372549	799.920117630259	490.892182674973	59.907858241046	0.380817637258791	-0.118304096402508	0.361493310948082	0.495839322361009	0.496232750375099	-0.73510115788537	-0.452377086191673	0.351589772679524	1.2003632769435	1.48001842654914	799.529755737014	491.301295056583	65.4931521543748	0.386245318144689	0.171912980275635	0.00405320462809976	30.830226904376	0.331361767533622	24.0544900122249	0.24662746791648	27.2745813074014	725.388108643867	1.50637656785185	2.52053684654125	30.830226904376	1.07786660627596	0.0408608599425545	0.315912843167686	0.00400092091372609	39.1925355450237	0.120797364787436	23.2886817983368	0.185075101346313	27.2908767772512	717.228237527591	1.45938348167751	2.50734360878565	39.1925355450237	1.12935083709093	0.035761957020693
C38	0.330547724349214	919.784837545126	494.383393501805	46.8549627930531	0.479047266133941	0.799221343357374	1385	203	21.0244107126354	2.74895791792162	15.8012173042383	28.9829854167099	0.422351525447724	0.1388037418966	0.151167058823529	0.152313725490196	0.2	0.419607843137255	0.658823529411765	0.738509803921569	920.607881258212	493.591684320613	46.9560725730297	0.49450269311717	0.812638001667547	0.342312909297119	0.407662802357151	0.389597224590753	-0.612543217752763	-0.329595910666002	0.327132370355603	1.03616416744487	1.29535185069165	920.660080176499	493.668162473682	51.3434591392265	0.487480518146605	0.899597516695739	0.00462850867693383	25.7021442495127	0.322240921342174	19.9611213326798	0.240239671305021	27.4206627680312	724.019118867938	1.46152607617005	2.44429309884583	25.7021442495127	1.04474944369439	0.0324507072723849	0.278320844614056	0.00479556817683436	30.7326158940397	0.215117261230908	20.5778390681879	0.215404552494988	27.5488410596027	729.173767037933	1.4414661119136	2.4156470496704	30.7326158940397	1.07967596199349	0.0467777429978469
C39	0.300021075036119	380.909769335142	499.884667571235	59.5751148815054	0.78808517613799	-1.03967469658528	1474	264	21.7928865769944	6.54885717992848	7.72152564060685	32.0470887540895	0.431372549019608	0.132832428063343	0.151167058823529	0.172549019607843	0.23921568627451	0.415686274509804	0.666666666666667	0.737254901960784	381.521826816332	498.965776489454	58.1332535479361	0.777618588957488	-1.05348599550405	0.357374694053139	0.386619690628554	0.379361815855881	-0.55526683375268	-0.29450046263951	0.350146775909919	1.01112620604716	1.28328146958608	381.725575265283	498.455580563605	62.1083639112375	0.779104977757087	-1.07248547736102	0.00507691303688589	22.917210516502	0.340570177944855	18.3765348108456	0.239614232371378	28.0990117471564	757.213176773833	1.44147532596868	2.40240522389524	22.917210516502	1.02163925601232	0.0331763701158804	0.279016355319185	0.00504627125773691	26.5170542635659	0.259220399458494	18.8980726819302	0.211093436453457	28.2426356589147	763.973560224446	1.43035631231139	2.38512543628146	26.5170542635659	1.04675485356558	0.0387801881942557
C40	0.299404122042632	502.061232933389	517.36408771204	61.1799430909728	0.33847726124765	0.13432460537984	2417	469	24.3866248560399	8.45419617276163	2.28332027828319	38.1234991147911	0.439504490252866	0.159620226797648	0.191865882352941	0.129411764705882	0.192156862745098	0.447058823529412	0.682352941176471	0.784313725490196	502.388763372982	517.091921943872	61.2823697724986	0.386734143666138	0.305379078371948	0.341827226728907	0.55534172221212	0.570249958164773	-0.94834395184529	-0.623747180743259	0.355985417896134	1.22800890448647	1.52142410387609	501.9595223716	518.328641005655	65.9406831797867	0.377240471879981	0.328283419531376	0.00370435586142833	31.1967756688772	0.383192810091942	26.288920248747	0.243837123705181	28.3639378001372	789.968897406645	1.5309358793581	2.53050644810795	31.1967756688772	1.08256975924162	0.0435484857387084	0.326403201933977	0.00373476453198857	44.5559305689489	0.150239996812287	27.2167732076153	0.189169540319601	28.3698167791707	782.57128106375	1.49491922025453	2.51952693976481	44.5559305689489	1.15235224804361	0.0365941047584476
C41	0.305366203248795	256.421804023361	514.269954574951	49.0216500651609	0.417885715559487	-0.181359017583203	1541	243	22.2014711451061	2.60123876664875	15.5801077822218	29.9229299002335	0.411299003702714	0.141819943303742	0.151167058823529	0.137254901960784	0.180392156862745	0.403921568627451	0.662745098039216	0.725490196078431	257.262519953967	513.617180829342	49.3595854456548	0.43168037588951	-0.125437245534598	0.320388751761914	0.410930326958285	0.414996726137085	-0.643295363051292	-0.384913653306647	0.338688734663359	0.962147832699654	1.2347116531318	257.303917741505	514.126154820842	52.3090340531587	0.372038353094093	-0.0720558003027175	0.00445264520917369	28.5342831700801	0.281015897780253	20.8434729516172	0.23543438492424	26.7853962600178	691.92071770858	1.46581670047157	2.46325103962853	28.5342831700801	1.06320423121108	0.0316537574236164	0.275985496594489	0.00493383796045983	32.7542687453601	0.134625784760694	19.9249160470435	0.190809014033407	26.2048997772829	656.9407122411	1.42597089005517	2.4150040955474	32.7542687453601	1.0874149788226	0.0397276587115366
C42	0.320344150414526	615.81520850368	550.130825838103	46.9212712050898	0.505883058745022	1.35513592066625	1223	340	20.287246490942	3.54660518841226	13.373452114293	32.2243393257752	0.409013515463422	0.135858426863105	0.151167058823529	0.145960784313726	0.2	0.396078431372549	0.63921568627451	0.729411764705882	616.478429251237	549.653872386462	47.5677045663883	0.521149322722344	1.35362320401501	0.366520404263601	0.480602955449276	0.522542459451349	-0.646310735513629	-0.379972703874171	0.385523052104537	1.09341899200586	1.52486418440125	616.118892847164	549.541677607105	52.1140162330015	0.494004597344421	1.42421769707149	0.00517730572341394	23.1848441926346	0.366169916303354	19.2894791435387	0.263981277755093	26.4591595845137	675.099467938365	1.45663180117058	2.40429241359731	23.1848441926346	1.01999655697473	0.0464009394879409	0.328527702171854	0.00532822695890222	33.0082987551867	0.11011371242426	19.5463576729051	0.201076550482733	26.8381742738589	687.639686047633	1.41254637382075	2.37598267232818	33.0082987551867	1.08996772127639	0.0445559286929103
C43	0.357545684985816	1008.90577988915	555.422011084719	58.8340761364019	0.755173966218313	1.50314738636752	1263	395	20.6630119003952	7.18908558454366	0.686230072837506	33.6129499655082	0.415077701706177	0.150403896896448	0.156981176470588	0.131843137254902	0.188235294117647	0.403921568627451	0.674509803921569	0.781882352941176	1008.79583638785	555.12855133825	59.4173972549644	0.748924242598592	1.5491097172031	0.398133036139308	0.533453501737866	0.520589869328872	-0.813558756412116	-0.532497864083568	0.3987196071861	1.26834037968996	1.55209671822805	1007.77706658406	557.042724501246	66.1373910119125	0.769727146797036	-1.52468622340257	0.00424507598916938	28.9908878504673	0.370931908938897	24.0427264253428	0.246874181084887	26.7946261682243	702.486885397914	1.5101078309688	2.49851061042467	28.9908878504673	1.0632673998807	0.0516394596231094	0.352201194748811	0.0042167417889027	40.0428265524625	0.136458348989919	24.1852317173264	0.203649661310372	26.7880085653105	694.0709954145	1.46266759825425	2.46648956803567	40.0428265524625	1.13544387084197	0.0539596100024437
C44	0.336356903680844	107.928461538462	568.485384615385	43.7876249760307	0.305414124312053	-0.905265253250213	1300	315	20.4416248993143	2.78148626766135	13.514840904212	27.5457507609363	0.400066365007542	0.140592934118333	0.151167058823529	0.113725490196078	0.180392156862745	0.388235294117647	0.631372549019608	0.709803921568627	108.757257468595	567.828090362082	43.7992185844503	0.230054065216153	-0.769994225294004	0.323995006585747	0.475983330905247	0.503492631452146	-0.7165601069627	-0.491045676201021	0.331514103772031	1.08562616876648	1.3496922834549	109.012178640395	568.099109532341	47.7894508081892	0.177668429731934	-1.33792981561628	0.00481016378300968	23.1956803455724	0.421423806936793	21.0454846083156	0.264511082860137	25.7498920086393	645.751498524695	1.4854068412799	2.43742904690807	23.1956803455724	1.01942634222491	0.0547216492654783	0.357973503906149	0.00451538813699224	32.9833178869323	0.209254212966828	21.8558290336794	0.192492223172488	25.6394810009268	635.482323001196	1.45183281526371	2.43184356661213	32.9833178869323	1.08382339738827	0.0481820232002233
C45	0.387669164782403	408.613171839516	582.53368660106	48.672558347046	0.297008834154015	-1.24197454782782	1321	469	19.8726028394794	5.44439174021635	0.581413573769684	29.6864402857553	0.437004052188627	0.147126656758452	0.162795294117647	0.117647058823529	0.196078431372549	0.43921568627451	0.666666666666667	0.745098039215686	409.214391978642	582.049997622396	48.316518609655	0.236379439906535	-1.128627229316	0.417575596282415	0.499136050021792	0.521343103791116	-0.71772932446877	-0.384906384477963	0.415131783692579	1.20247092249117	1.49923120060115	409.092767219504	582.328553461658	52.6236766156081	0.27923502526996	-0.706965453564646	0.00427540199720884	29.2655863155526	0.322617195503816	22.60195543886	0.24873135617882	28.4638757596219	784.723539342491	1.49016070398663	2.48465762782348	29.2655863155526	1.06765986835737	0.0443136755698994	0.326329973385542	0.00411786266185993	41.6474820143885	0.0924150221208586	23.9441226053074	0.181615711844028	27.8201438848921	745.27342010001	1.45455245035057	2.47008895947541	41.6474820143885	1.13718444996728	0.0638275388266223
C46	0.294751770228371	708.365599404319	586.823529411765	47.4521519434717	0.48436934050644	-1.0666436194201	1343	300	20.0312431555863	3.319102602545	11.8528276045095	27.0415024648327	0.419289562437037	0.153059447405745	0.174423529411765	0.129411764705882	0.172549019607843	0.415686274509804	0.666666666666667	0.777098039215686	708.67459189927	586.352972310435	46.2690953706318	0.420313264105114	-1.0512166397294	0.345978252762085	0.514136746071537	0.489697273744489	-0.915741079999798	-0.614495438474492	0.373191689662421	1.11229925256687	1.4082980944879	708.312361169925	586.425761304704	49.7999430981023	0.400097375516476	-1.40089613167627	0.00370757469525277	32.9748336106489	0.297142008234676	24.4576785047487	0.227763997418637	27.1512063227953	718.698048507572	1.50277229458952	2.51771924877364	32.9748336106489	1.09571252777261	0.0374928871379809	0.302849190515318	0.00420724816266478	41.7722075637643	0.0586205438544654	23.1867002148102	0.18551380503661	26.8223394898857	690.959544243747	1.44548091857565	2.4645184896808	41.7722075637643	1.13756764815795	0.036210291641681
C47	0.331746204745837	303.525483304042	603.078500292911	50.8688361260346	0.376254024514458	0.0051580669968864	1707	282	22.9077037007272	4.67489550727201	12.4525844835077	33.031837994756	0.443746051437564	0.166992906607791	0.203494117647059	0.137254901960784	0.192156862745098	0.450980392156863	0.709803921568627	0.799764705882353	303.629760400919	602.417910911388	51.2246310735358	0.409594798795623	0.206276366465403	0.3624092728256	0.554319231466299	0.55846032265724	-0.85183761027037	-0.57500949117891	0.381187805952257	1.25229560741596	1.6245692520604	303.117307224918	603.044612469957	56.3545414936094	0.385106249821182	0.212764658121377	0.00333112940665511	36.3818935288492	0.345682491645591	28.8014060943814	0.222996445149047	28.6742110296462	810.838566342746	1.54461767673965	2.56465358814639	36.3818935288492	1.11517960850736	0.0401027033720465	0.315648653170542	0.00344000626391204	44.4709030100334	0.183125491091231	28.2201559266674	0.191067453370335	28.4133779264214	788.584986143518	1.50287318483617	2.53213795031623	44.4709030100334	1.15315102843375	0.0450102703616385
