Type	x.0.m.cx	x.0.m.cy	x.0.m.majoraxis	x.0.m.eccentricity	x.0.m.theta	x.0.s.area	x.0.s.perimeter	x.0.s.radius.mean	x.0.s.radius.sd	x.0.s.radius.min	x.0.s.radius.max	x.a.b.mean	x.a.b.sd	x.a.b.mad	x.a.b.q001	x.a.b.q005	x.a.b.q05	x.a.b.q095	x.a.b.q099	x.a.m.cx	x.a.m.cy	x.a.m.majoraxis	x.a.m.eccentricity	x.a.m.theta	x.Ba.b.mean	x.Ba.b.sd	x.Ba.b.mad	x.Ba.b.q001	x.Ba.b.q005	x.Ba.b.q05	x.Ba.b.q095	x.Ba.b.q099	x.Ba.m.cx	x.Ba.m.cy	x.Ba.m.majoraxis	x.Ba.m.eccentricity	x.Ba.m.theta	h.asm.s1	h.con.s1	h.cor.s1	h.var.s1	h.idm.s1	h.sav.s1	h.sva.s1	h.sen.s1	h.ent.s1	h.dva.s1	h.den.s1	h.f12.s1	h.f13.s1	h.asm.s2	h.con.s2	h.cor.s2	h.var.s2	h.idm.s2	h.sav.s2	h.sva.s2	h.sen.s2	h.ent.s2	h.dva.s2	h.den.s2	h.f12.s2	h.f13.s2
C1	NA	435.738326258338	21.2298362644027	91.3464438585215	0.83748673198915	0.0294708973042671	3298	332	32.4390810974588	8.59455061358906	15.4623314285576	51.7004167371688	0.492196102212868	0.154160658060975	0.162795294117647	0.164588235294118	0.243137254901961	0.490196078431373	0.749019607843137	0.835294117647059	433.968361953171	20.5705260767469	88.1560564180781	0.832577771932383	0.0416403058947896	0.343148867628538	0.449435797206366	0.42981507398458	-0.687871870465505	-0.392502872331101	0.33597766996116	1.09663076053149	1.46549279238156	434.19936776091	19.2644115261856	92.6904762785235	0.808769772821033	0.0255621087529931	0.00393339709170186	24.0028519369405	0.477961346831688	23.9895351534453	0.237320973671819	31.7685177849956	982.409900566901	1.5285671916157	2.51536010864741	24.0028519369405	1.03015564592827	0.0526838604041084	0.356718724748823	0.00378644558907335	30.8936931079324	0.332372079132309	24.1369091542645	0.202830822388564	31.7415474642393	975.968504202509	1.50391262463279	2.51923552421599	30.8936931079324	1.07953063816145	0.0431714129525054	0.324350102134545
C2	NA	677.299456294438	23.8113759933082	64.7090638952475	0.55535830447326	-0.473436808095358	2391	391	27.7618497672574	6.31506299472662	14.1777421518744	39.9451757810278	0.410916754824054	0.146075586561203	0.156981176470588	0.149019607843137	0.188235294117647	0.4	0.666666666666667	0.749803921568627	676.812363793117	23.714199043658	63.9334148719955	0.54398592541953	-0.517911722075387	0.312238141517251	0.487555466540036	0.458482996366097	-0.828455783266541	-0.477331661564732	0.306302917726501	1.12062171387793	1.49514851178001	676.942927293542	23.0047677163839	70.1229223151591	0.576031512340429	-0.660648549083061	0.00417703997560263	28.4308340929809	0.332226653262915	22.2877874146227	0.240894008301306	26.6787830446673	691.376889071468	1.4863918618923	2.48096151095336	28.4308340929809	1.06570203579805	0.0340225660554246	0.28685527187902	0.00399488286588983	38.4328214971209	0.105334412318414	22.4788754738599	0.187822964369614	27.0067178502879	700.713084234003	1.44834537010668	2.48954691049421	38.4328214971209	1.12378846408587	0.0232957939809817	0.238727902064817
C3	NA	900.700356333009	18.6219630709427	100.720275784596	0.897257919305756	0.0306405077578102	3087	424	34.2548579431605	11.5693544547815	12.1143346199487	57.7492753322264	0.454321411104124	0.164592705578899	0.186051764705882	0.137254901960784	0.188235294117647	0.454901960784314	0.72156862745098	0.819607843137255	900.173632334643	17.6008500286605	96.6536971813492	0.889693748548871	0.0373233145570408	0.371277485236867	0.522231427263395	0.512802234586737	-0.773150885390529	-0.465225935057995	0.364815707054234	1.23590532559286	1.66146869144563	901.14578519573	16.9531908962914	105.290606684457	0.879874828365702	0.0148125139160521	0.00355235332517684	28.7524301602592	0.453233400562445	27.2931479262231	0.243827095661135	29.5467203783168	860.129505514659	1.55191114571042	2.54799893273104	28.7524301602592	1.06902987979758	0.0529011138298278	0.359578707163646	0.0034459714232149	35.1806966618287	0.338219781163377	27.5803477200292	0.196929903677856	29.7634252539913	868.12274531726	1.5325547201418	2.55795628758395	35.1806966618287	1.10897336335735	0.0446808681070532	0.332157870213806
C4	NA	1018.00874635569	20.1865889212828	50.031345798879	0.933475476632445	-1.44578770455795	343	181	11.9352460554504	6.31190825148894	0.410218669189929	26.3069911262953	0.412222031669811	0.126923101331861	0.122096470588235	0.180392156862745	0.209019607843137	0.396078431372549	0.650980392156863	0.717647058823529	1018.51249479961	19.0591873526557	50.0045121639777	0.936463628301089	-1.43715003402291	0.519653973222843	0.39056121008461	0.355937930804875	-0.305139229488694	-0.0894599638703533	0.506013322881308	1.22811201529488	1.43615851847206	1018.63998239897	18.2535157658898	51.6576620267968	0.932166553597427	-1.41626856506247	0.00671796882658562	22.4089108910891	0.344673367792874	18.0975127438487	0.266025579818522	26.3930693069307	669.801615783655	1.41667093367941	2.29496666473004	22.4089108910891	1.01915632235128	0.075435803123684	0.405774928259963	0.0146599420377131	24.239263803681	0.242772829967718	17.005278708269	0.222703080801322	25.6625766871166	631.676920540059	1.33368296975523	2.05775335700504	24.239263803681	1.01318446417702	0.175320448350433	0.571497486328252
C5	NA	144.784160139252	48.8468233246301	70.3455033922066	0.301416018629999	-0.739708674619623	3447	483	32.6069128124515	4.85698412149733	21.224136082222	44.2699485166928	0.44879605454018	0.161981377445164	0.186051764705882	0.149019607843137	0.203921568627451	0.443137254901961	0.725490196078431	0.807843137254902	144.708146063855	48.6520526762741	68.7396839701811	0.29274630400202	-0.803054845669379	0.308472757400072	0.509919352607338	0.499162136517452	-0.935584997760242	-0.539572010793068	0.309416242266448	1.15003981891409	1.48991820154702	145.757681139712	48.2212644186476	75.1239335703309	0.311244581183591	-0.597799267644382	0.00330340596507211	33.8937456405487	0.344260356199116	26.8439046357554	0.217977250855235	29.0606060606061	827.283073205778	1.53241686655799	2.5666754948026	33.8937456405487	1.10151165221754	0.0329910284402102	0.287219785788355	0.00309324124478795	45.0358422939068	0.151267247529067	27.5312267983018	0.182046576041329	29.197458455523	827.974291429908	1.50476579968671	2.58335994287301	45.0358422939068	1.15785869906612	0.0244426783448806	0.248847560323326
C6	NA	555.723571672939	78.6524119055765	94.7974110171256	0.398838762398849	-0.619649787083734	5846	614	44.4011179188299	5.85849117696193	25.6947233627378	57.7030242199433	0.446312880266715	0.171174614329967	0.191865882352941	0.12156862745098	0.172549019607843	0.450980392156863	0.72156862745098	0.807843137254902	555.162527880817	77.9618912061948	93.2350674930529	0.408024120567758	-0.726702208972495	0.298863892970799	0.530455556209246	0.522567585757653	-1.01202776882015	-0.578812179073434	0.324198714889615	1.13124538023624	1.49440182061426	554.355117795705	78.1010411952017	101.227251793056	0.440727281910364	-0.999347346211596	0.0031335723856273	35.9382255200983	0.370384262130733	29.539808774253	0.228526585815101	28.949924887331	828.476827055764	1.55912684348331	2.60071219350342	35.9382255200983	1.11392049661899	0.0391020077762918	0.31388386229573	0.00294504183569326	45.5189250567752	0.173743310680538	28.5452687071536	0.182246785345772	28.8629825889478	812.438386984707	1.51748502147119	2.60846448398252	45.5189250567752	1.16208811677867	0.0205995939255725	0.229880375984445
C7	NA	337.910112359551	61.7825040128411	51.5210841900781	0.623686424326132	-0.895440620473668	1246	417	21.1819366406763	4.99453567325148	11.6864032140679	35.640845413772	0.410376734963648	0.142135707324151	0.145352941176471	0.137254901960784	0.172549019607843	0.4	0.658823529411765	0.737254901960784	337.323562570462	61.8454547546189	51.6403989913157	0.65200686893293	-0.901729027385727	0.385940785447047	0.542613885414921	0.501981334760064	-0.837641977014115	-0.549705831822109	0.415195057288091	1.26272201820439	1.73251498552885	338.061987173505	62.005915591864	57.8459821320712	0.648035624013054	-0.852042960536432	0.00488641112759053	23.5701464336325	0.438947351930906	22.0052893563119	0.272423971812932	26.8205007085498	701.661690881542	1.49836257035291	2.43344472785779	23.5701464336325	1.02529148879008	0.0651334484138234	0.388738004478516	0.00492169097434843	34.6902748414376	0.140857020034993	21.1888833700594	0.217145733440652	26.4154334038055	670.022342931798	1.43630042659834	2.41321488979671	34.6902748414376	1.101622505922	0.0577269513072999	0.365559984198136
C8	NA	250.597554763118	71.3555781966378	57.4341499717458	0.492910998370152	1.18687080750958	1963	425	25.3279661640815	3.14762697864266	18.0642835202603	34.0960682265875	0.41180266299082	0.142178094645761	0.145352941176471	0.137254901960784	0.192156862745098	0.403921568627451	0.662745098039216	0.756862745098039	249.817997031057	71.1353682556007	56.8544906641427	0.470284530735028	1.23542829401345	0.3196412066709	0.468778978630575	0.482639820363578	-0.759888969160843	-0.489569237912208	0.339379803892546	1.06591495068965	1.34932457255934	250.488171981515	71.1235071926493	61.9867246262503	0.444462370698257	1.2971485906809	0.00447036248558515	27.6157902237423	0.316883283240878	21.2130833181469	0.24893343350981	26.7798204360838	693.516967415021	1.47605738854134	2.46874103159111	27.6157902237423	1.05714409610894	0.0373422338791926	0.299440686398017	0.00456286854813271	35.1046798029557	0.117837824817674	20.8969536387683	0.204704300726756	26.7266009852217	684.342079444827	1.43116770779569	2.45102049557917	35.1046798029557	1.10599521908246	0.0378450604215812	0.30035984165742
C9	NA	776.947107438016	121.277084898572	102.646366312448	0.479529648993982	-1.45077294549861	6655	787	46.1914144217022	9.00617845421485	24.2651187080281	68.6517318114047	0.460989083837893	0.174320658195274	0.19768	0.12156862745098	0.184313725490196	0.466666666666667	0.737254901960784	0.835294117647059	776.196477099871	121.068894683693	100.8285284678	0.488472500285258	-1.43350987511077	0.311021979291572	0.557877885141297	0.543883488735321	-1.03907439393021	-0.633428207049617	0.328907844573104	1.19692488022369	1.60078302465357	776.319835323717	119.749254315829	109.378378849088	0.487333930046495	-1.52477982437601	0.00296634179336627	37.0562692600152	0.371316434186271	30.4713201322926	0.220511876378225	29.9484131748509	886.294883549924	1.5676825239186	2.62385726355598	37.0562692600152	1.11993468686142	0.0377449409249937	0.30986260003546	0.00282284605501124	48.5534696614147	0.161441241440714	29.9505470939413	0.173419406247048	30.112973516594	884.41625636891	1.52683111062118	2.63230625922525	48.5534696614147	1.17621019256419	0.0198660414401506	0.226820431132649
C10	NA	21.2247037374658	127.173199635369	67.7050473671584	0.692552962566234	1.56591834191269	2194	357	27.3945044463553	5.56613504099807	13.9647072420655	41.863947247828	0.412022092337391	0.159168795139068	0.162795294117647	0.117647058823529	0.180392156862745	0.396078431372549	0.701960784313725	0.8	20.317776794468	126.599221739244	67.4075169073148	0.679408006957306	1.56850015509044	0.299316941407817	0.526023177949449	0.540092701081327	-0.844729528832771	-0.564312225172457	0.310787089219592	1.15326197660521	1.57982299355348	20.865534070033	126.661648811791	74.2963400041375	0.70957621158047	1.48770756397888	0.00380836386289504	32.2373917473255	0.353801095242385	25.9438613327714	0.232587112696043	26.6383087111564	698.380783597637	1.52172594172145	2.54164398642486	32.2373917473255	1.09085513785038	0.0373624841388226	0.303702412123925	0.00409265185364086	42.239010989011	0.155419250080447	26.0059044046612	0.193607509578764	26.5620879120879	686.819518367437	1.48151950270368	2.51115149719514	42.239010989011	1.14631273134063	0.036037884268233	0.296712296836438
C11	NA	1006.45846994536	128.250819672131	68.6998472572008	0.776200683457478	1.50670137121416	1830	492	24.20569480856	8.76339573910671	2.62582511449113	43.680154912061	0.447345976642023	0.158246668771465	0.177330588235294	0.137254901960784	0.196078431372549	0.447058823529412	0.701960784313725	0.803921568627451	1006.48506854958	128.584439100568	66.5894426568231	0.764046700327938	1.49896642960103	0.390548795885034	0.566580323466679	0.504896662715506	-0.983960020798734	-0.568477616766878	0.426464914585263	1.29183795082761	1.85454374037297	1004.39880545529	129.51252301656	71.2988289287759	0.753870996795557	1.4884103352924	0.00376027059000072	31.3629157600249	0.373915604271168	26.046875448409	0.244481325483927	28.9299036369288	819.543154876025	1.53065969038142	2.5365359746552	31.3629157600249	1.08326087806538	0.0513442945126842	0.353722628793561	0.00385543911934197	43.4352296093215	0.111524743200068	25.4436911871717	0.18726113622458	28.5606579849212	788.057180381427	1.47343507001052	2.51474445253063	43.4352296093215	1.1519796619079	0.043108645868872	0.323848853933689
C12	NA	912.100346020761	124.120415224914	51.9408038795398	0.554197260087255	-1.45727361952328	1445	324	21.0426445369505	4.90162392425927	2.54812130632331	28.5561882112214	0.376820679829025	0.114739823673207	0.116282352941176	0.16078431372549	0.196078431372549	0.372549019607843	0.584313725490196	0.67843137254902	911.254614725349	123.923946157336	52.1771586785637	0.5661061041015	-1.46560483318914	0.293966001945022	0.351395272306087	0.335174867729365	-0.474841458970424	-0.316407414825015	0.292771298863131	0.896645164365915	1.15204393367529	911.857376265765	123.738605888566	55.4573675538349	0.526482262601635	-1.40633124544144	0.00756081119206432	17.4483161378236	0.3208879672481	13.8464195127859	0.298281199033233	24.6731555382519	576.657945592088	1.37679136530062	2.26944881963489	17.4483161378236	0.961836203246503	0.0406838575697106	0.299903553086883	0.0065756961143646	24.5222502099076	0.140964827374024	15.2731351354019	0.239552026914715	24.9303106633081	587.892694639591	1.36503102762608	2.30586338325275	24.5222502099076	1.02981401345322	0.0374654214249984	0.290301853643443
C13	NA	405.780693138768	150.006173705626	97.7635342739234	0.218995922230477	-0.86043597644394	7127	513	47.0955327052181	6.65916327562503	31.4763698708968	60.9451521275633	0.506165727129915	0.162655048242354	0.180237647058823	0.16078431372549	0.235294117647059	0.505882352941176	0.772549019607843	0.850980392156863	403.860801958478	149.901926083109	94.7415928958904	0.26101221839303	-0.889924973252245	0.303447219297904	0.464459759184216	0.469247675813933	-0.79767339356135	-0.480520157774355	0.320257380463362	1.04049021728799	1.32002224195895	404.159685253479	150.05269042122	100.605458101382	0.258481274324305	-1.1429760118365	0.00344968332492374	26.8235892961024	0.473681036865959	26.482256174447	0.231043542110185	32.6544502617801	1042.59644369231	1.54993277170113	2.5611027794813	26.8235892961024	1.05496414103593	0.0470027514294562	0.340558874339786	0.00315266008093941	34.298871063577	0.341896719387361	27.0588816938036	0.18462168937483	33.0190136660725	1061.29470848041	1.53317474174385	2.58777631746898	34.298871063577	1.10098416873874	0.0304723651674615	0.277405016123641
C14	NA	94.2586520947177	126.127504553734	53.1342781234689	0.697966462857299	-1.39120851643354	1098	249	17.9494933807431	6.39442239853945	0.486093109916073	27.5338298919627	0.411939712132576	0.119178597317473	0.122096470588235	0.2	0.243137254901961	0.396078431372549	0.63921568627451	0.74521568627451	93.500533210796	125.686888216475	52.419330380346	0.698847432539679	-1.40953638830876	0.359762221637795	0.39068270791367	0.393346678929852	-0.439200681734255	-0.239527505557169	0.347296879341499	1.039949534695	1.36434989583644	93.8676334254372	125.415687991585	54.4422951999411	0.676811590218685	-1.43608998716796	0.0071718277449047	17.968717948718	0.361606724242296	15.0733922419461	0.283569687875525	26.8471794871795	686.243411582294	1.39293503633735	2.28637155878181	17.968717948718	0.961488832277258	0.0476857334958689	0.325082811069527	0.00708564198449369	25.5519911504425	0.16178358630126	16.2418818892435	0.230183187293556	27.0387168141593	694.413740453841	1.36775648838828	2.27255531392696	25.5519911504425	1.02789672392514	0.0509886682119778	0.33482643224499
C15	NA	647.542757417103	154.682373472949	62.0597767375219	0.470002234665589	-0.755949191367304	2292	414	27.6526715601788	4.5058039825537	17.4479473777919	38.706887477936	0.40548369435034	0.141315178734841	0.139538823529412	0.136901960784314	0.192156862745098	0.396078431372549	0.666666666666667	0.757568627450982	647.056036356118	154.892463363278	61.3755702785028	0.45313657490754	-0.730512753643245	0.31762565261764	0.460449852529446	0.45917264833088	-0.757108655338886	-0.428923432251674	0.310956890146419	1.09921874348206	1.36071213754123	648.101629916168	154.927445328891	65.1786442092778	0.377963108388484	-0.359296638507125	0.0046438258225352	27.8924149537204	0.300214999667823	20.9292746632755	0.246496452098663	26.3778098329126	672.300087523503	1.46846612770589	2.4610738007312	27.8924149537204	1.05578547639813	0.0339398909484057	0.285413102121625	0.00468238771564545	35.3821138211382	0.111065155159265	20.9014101126148	0.212208041783902	26.0904471544715	652.256824125683	1.43211595594228	2.44278802423137	35.3821138211382	1.10792103001868	0.0343103159598675	0.285903757371013
C16	NA	194.26365571057	169.072357531331	81.3923932646176	0.385867635694213	-0.40495703681225	4229	666	37.3025012432843	7.08969684154338	17.4179282440365	55.5668292473369	0.43596919496103	0.168568215824617	0.19768	0.125490196078431	0.180392156862745	0.427450980392157	0.717647058823529	0.802823529411766	193.616783686804	169.164944155764	80.4217765606759	0.378357564624101	-0.409587104200516	0.321908813071021	0.534980863488822	0.524042164502264	-0.889698520050883	-0.597365972515994	0.328030103861937	1.20872005157421	1.52395120504755	194.253539263193	169.714588340692	89.8291578439619	0.461554087388688	-0.490164445527912	0.00314666132141574	36.4069372315189	0.341628752264765	28.649246042227	0.221274220059378	28.3151247034686	790.765968371019	1.5461889488737	2.58495424307401	36.4069372315189	1.11620725881044	0.0347720056040626	0.295660813234513	0.00303673714849155	46.2076798269335	0.179740143839042	29.1664886315407	0.182775684716622	27.9621416982153	765.656127062751	1.51979209831166	2.59622989709671	46.2076798269335	1.16571034939523	0.0238153687715691	0.246287782274097
C17	NA	857.504401408451	208.690580985915	67.2089242566811	0.611569223573065	-1.13246391038783	2272	536	27.1823161243552	5.99584404275451	12.3670502703874	40.4042526707626	0.414585059375863	0.152853302211156	0.156981176470588	0.132196078431373	0.172549019607843	0.4	0.686274509803922	0.769764705882353	857.685433441302	208.462867515425	65.4100989272464	0.605544837733031	-1.09667562724724	0.336376785353826	0.517878930793185	0.491573050886763	-0.911841732087483	-0.539785174838485	0.349136959377679	1.15818972615569	1.59583671687856	858.256703410225	207.243898371241	70.4168359973571	0.589526087881458	-1.04558752843301	0.00401168103557704	28.5190217391304	0.39334721098394	24.5052259344145	0.249352151971964	27.0960968379447	719.851549295664	1.51583750976081	2.51181666526281	28.5190217391304	1.06483597743149	0.0492410254872936	0.345102682380958	0.00380530476501862	39.8147357180993	0.14216253539402	24.206456561318	0.196222388498996	26.942338494394	701.912126857034	1.46880249465772	2.50742088597703	39.8147357180993	1.13429862666679	0.0315974222597017	0.278109582066612
C18	NA	540.147945205479	210.485714285714	63.3883952925381	0.368286821667514	0.449545811438388	2555	509	28.1681123435777	5.05045731690216	16.3752422796381	41.14471124041	0.437858869575227	0.160687853060061	0.174423529411765	0.100156862745098	0.172549019607843	0.435294117647059	0.701960784313725	0.772549019607843	539.777710007151	210.56908046944	62.5621869635598	0.400344307908204	0.61185014008822	0.349043703776338	0.563419348610162	0.55701022222843	-1.05203608201232	-0.627646920622131	0.360891746386717	1.25283909756901	1.61597565328978	539.09989384183	210.515995078943	69.753423148838	0.409462399122085	0.645512946422441	0.00353548849237037	30.2348378756867	0.409102257624928	26.5838156989395	0.241057977017709	28.5073790800388	799.247128052216	1.54172123284089	2.55910199671904	30.2348378756867	1.07881048226416	0.045530404853083	0.335257367423185	0.00344546048682157	39.1121365943701	0.221676761894996	26.1258954374773	0.185408520236122	28.708814028611	801.570515117244	1.50258183887723	2.55033965316999	39.1121365943701	1.12982797335038	0.0314826709081664	0.279887446261135
C19	NA	76.9437172774869	217.453315881326	63.822049854556	0.426453252127758	1.11651471242752	2292	678	27.3011757265129	5.15880917114912	15.914133043581	39.8748785980994	0.428754747972487	0.149493423596393	0.156981176470588	0.148666666666667	0.2	0.415686274509804	0.694117647058824	0.8	76.3155672612634	217.36079252963	62.3261523377064	0.353651876871939	1.12673477241423	0.377402000376787	0.503616860722308	0.473692381361929	-0.783237900008286	-0.469771254659036	0.364275162974983	1.2008847159185	1.64692653640044	77.1617091500768	216.291704088173	66.9525364507669	0.222428724504441	-1.34960986521351	0.00419971817329604	30.8090737240076	0.324800733076834	23.8148009286226	0.251222904421093	27.730056710775	748.472339090213	1.4998792599889	2.5089427771935	30.8090737240076	1.07529539372696	0.0420999675489879	0.319813273168553	0.00422708797465505	37.2722878625134	0.147913994865613	22.8712005818212	0.205682631228371	27.3968850698174	723.107936637206	1.45665719548226	2.48020261768099	37.2722878625134	1.11999440051348	0.0414886349331684	0.315828326165888
C20	NA	959.644976760815	236.627815516625	74.5447967553268	0.605078596446298	0.865529947169383	2797	600	30.5422382101416	7.76466294635657	11.9009114963705	48.9582988652361	0.438179562135902	0.163838277913086	0.186051764705882	0.125490196078431	0.180392156862745	0.427450980392157	0.701960784313725	0.800156862745098	959.771976641869	237.707277817775	73.5330615621666	0.612469819937313	0.835304954780408	0.361856595024597	0.544375161029673	0.525008540576433	-0.901982824011101	-0.558795118839648	0.377464063793506	1.26114798777958	1.64767795159316	960.699377091853	238.59479956561	80.8618900005413	0.600127766827416	0.73124033788621	0.00338827731452369	32.6591476195229	0.387180863103202	27.6466447057309	0.234886498099655	28.5421698772332	802.77268438967	1.54503571106166	2.56577280958379	32.6591476195229	1.09288847194062	0.043307381623613	0.327664259810289	0.00337275149136362	45.0021413276231	0.158310904292449	27.7332329461825	0.189099637358927	28.5379014989293	792.681645530438	1.50549770138793	2.56451092677955	45.0021413276231	1.16068627804332	0.0331321325399262	0.287700926012978
C21	NA	640.219205298013	256.321854304636	77.2675871659001	0.626573414185838	-0.824936904378668	3020	638	30.3883487513469	6.59111596394027	12.3648985832511	48.3707319313002	0.424731853006103	0.164553865527481	0.180237647058824	0.125490196078431	0.172549019607843	0.419607843137255	0.701960784313725	0.799254901960784	640.236992717511	256.2517808772	77.2639610603267	0.641868147013492	-0.812616490582629	0.335329312117109	0.574008440169239	0.53071140813068	-1.01895810366683	-0.679964948223441	0.375102351339457	1.24840093344491	1.64957142555687	641.94644359019	255.875338707071	83.7044983473669	0.623799737878584	-0.779322748206086	0.00346156325779475	34.7495161736245	0.357211796673026	28.0303001780105	0.244370244830404	27.4718459128191	745.735081413365	1.54187489712092	2.56774934363285	34.7495161736245	1.10228502088217	0.0443392497875867	0.331527625689603	0.00329306863671907	46.8915187376726	0.129090258120227	27.9209979420266	0.192154774043809	27.069033530572	714.619637704782	1.49898924679438	2.57233629605812	46.8915187376726	1.16573362927394	0.031736349112888	0.282144428865481
C22	NA	431.137669501264	282.64376005516	90.9990068438532	0.435647254955996	0.179018375684811	4351	954	39.6990286919271	9.56592325019398	17.9041280553708	63.7067783563963	0.435088620601079	0.164048335462122	0.186051764705882	0.117647058823529	0.172549019607843	0.431372549019608	0.701960784313725	0.792156862745098	431.025376346759	283.194442890791	89.4832217505969	0.434819310922907	0.0913178307473026	0.35975472960592	0.564266383016509	0.539620732958605	-1.0149270729553	-0.613583217614395	0.385653640765033	1.25930650452891	1.59326923005045	431.62132051181	283.062574164844	93.9028558087346	0.27478625645354	0.524695246570346	0.00332396724849812	33.4150505766381	0.377970667418785	27.8597064691281	0.241556538666714	28.2705366922234	788.195042488714	1.54655369588027	2.57592994358374	33.4150505766381	1.09722303656043	0.0429969698342373	0.327138418473286	0.00312879311129094	44.8260393873085	0.169723597815214	27.9946485708574	0.19552799702904	28.3977024070022	786.008218947608	1.51172717731251	2.59710742184419	44.8260393873085	1.16042321539512	0.0305574388336	0.278262918775708
